,N,M,L,U,Wt_PB,Wt_PCF,Wt_PE,Wt_PS,Wt_PM,Wt_PRev,Wt_Vol,PNL,avg_PNL,Avg_Return,Sharpe_ratio,Max_Drawdown,std_dev,pct_winning_trades,pct_losing_trades,Final_Port_val
0,5,20,40,20,-6.9347439267989504e-06,8.317174306494086e-08,4.4692218114602727e-07,4.117111538705912e-06,0.5882512423028945,0.05329982100413984,0.35845122423142944,-2840759.1380758956,-61755.633436432516,-61.15629923865431,-3.185913558036626,3705788.233967744,19.195843868514416,47.82608695652174,52.17391304347826,7873131.051575391
0,5,20,40,15,-6.9347439267989504e-06,8.317174306494086e-08,4.4692218114602727e-07,4.117111538705912e-06,0.5882512423028945,0.05329982100413984,0.35845122423142944,-5540809.9291605605,-90832.94965836985,-232.83202526483285,-11.702271615088094,6027141.187868498,19.896310128764696,40.98360655737705,59.01639344262295,5254606.359580513
0,5,20,40,10,-6.9347439267989504e-06,8.317174306494086e-08,4.4692218114602727e-07,4.117111538705912e-06,0.5882512423028945,0.05329982100413984,0.35845122423142944,-5632332.318677338,-61221.00346388411,-235.46412973771612,-11.655565553908339,5358290.862361998,20.201862247581833,41.30434782608695,58.69565217391305,5797925.171964352
0,5,30,15,20,-9.579778315072406e-06,6.793590024030206e-08,1.8402868454637323e-07,4.830278769546104e-07,0.23590336282829336,0.043319491194306885,0.7207859907632531,-2422629.107832179,-52665.85017026476,-38.323328688008196,-1.8566203075439593,3566071.0015065726,20.641446467158612,45.65217391304348,54.347826086956516,8305195.726158584
0,5,30,15,15,-9.579778315072406e-06,6.793590024030206e-08,1.8402868454637323e-07,4.830278769546104e-07,0.23590336282829336,0.043319491194306885,0.7207859907632531,-5461299.406022505,-89529.49845938533,-219.11174399770218,-10.236413009365013,5927869.290947295,21.405129296487242,40.98360655737705,59.01639344262295,5372989.90158501
0,5,30,15,10,-9.579778315072406e-06,6.793590024030206e-08,1.8402868454637323e-07,4.830278769546104e-07,0.23590336282829336,0.043319491194306885,0.7207859907632531,-5352501.431326071,-58179.36338397903,-215.1322318930596,-10.166880549612799,5088437.777886049,21.160102240136265,41.30434782608695,58.69565217391305,5997252.058905666
0,5,30,20,20,-1.1527819213242046e-05,7.554437913788828e-08,2.4882230157296004e-07,8.93185750762014e-07,0.30336066912808046,0.052444513862569236,0.6442051272761321,-2015326.9030142906,-43811.45441335414,-20.633159398773422,-1.004336957782297,3107564.3918156475,20.544060674949222,50.0,50.0,8741387.24267448
0,5,30,20,15,-1.1527819213242046e-05,7.554437913788828e-08,2.4882230157296004e-07,8.93185750762014e-07,0.30336066912808046,0.052444513862569236,0.6442051272761321,-5258224.296959316,-86200.39831080846,-206.54395028246037,-9.891488129153966,5675486.093575281,20.88097843171818,40.98360655737705,59.01639344262295,5566128.960195378
0,5,30,20,10,-1.1527819213242046e-05,7.554437913788828e-08,2.4882230157296004e-07,8.93185750762014e-07,0.30336066912808046,0.052444513862569236,0.6442051272761321,-5233437.084680701,-56885.185703051095,-205.0527781603986,-9.95365224491933,4937829.00613473,20.600757703290697,41.30434782608695,58.69565217391305,6146293.351560047
0,5,30,30,20,-1.4495894774599502e-05,8.795466034180652e-08,3.529873830004582e-07,1.4835100224955812e-06,0.40746780891482803,0.06674716963515712,0.5257975928927237,-2041455.6554267802,-44379.470770147396,-23.341070589173356,-1.1770027410234587,3161479.7187822033,19.830939874343205,50.0,50.0,8722299.423544466
0,5,30,30,15,-1.4495894774599502e-05,8.795466034180652e-08,3.529873830004582e-07,1.4835100224955812e-06,0.40746780891482803,0.06674716963515712,0.5257975928927237,-5277133.8243223205,-86510.39056266099,-207.13649083318492,-9.93026442721412,5728739.385304815,20.859111290684524,42.62295081967213,57.377049180327866,5558790.095691658
0,5,30,30,10,-1.4495894774599502e-05,8.795466034180652e-08,3.529873830004582e-07,1.4835100224955812e-06,0.40746780891482803,0.06674716963515712,0.5257975928927237,-5418267.170699118,-58894.20837716432,-217.38302644009758,-10.641555616841273,5088877.353455131,20.427748937013334,41.30434782608695,58.69565217391305,6004060.395908055
0,5,30,40,20,-5.274395886213852e-06,8.371550769881242e-08,3.907964916807747e-07,3.646242663198892e-06,0.5304406596836306,0.08255280757023131,0.3870076863873616,-2226340.481231942,-48398.70611373787,-32.31545616866417,-1.6849531182446664,3208344.163952794,19.178845879302234,50.0,50.0,8544294.03255765
0,5,30,40,15,-5.274395886213852e-06,8.371550769881242e-08,3.907964916807747e-07,3.646242663198892e-06,0.5304406596836306,0.08255280757023131,0.3870076863873616,-5466901.795670059,-89621.34091262391,-224.21328877914118,-11.034341529053016,5930357.803281091,20.319589364602848,42.62295081967213,57.377049180327866,5351389.74416792
0,5,30,40,10,-5.274395886213852e-06,8.371550769881242e-08,3.907964916807747e-07,3.646242663198892e-06,0.5304406596836306,0.08255280757023131,0.3870076863873616,-5391866.6911046915,-58607.2466424423,-215.19722802398334,-10.592941957397317,5091711.607989474,20.31515219185221,42.391304347826086,57.608695652173914,6035693.773489137
0,10,10,15,20,-6.0304443280675904e-06,7.53474621744199e-08,3.070594105398182e-07,2.7233348115687276e-06,0.1085202086322334,-0.10852020863223368,1.000002924702644,-2949772.3398210113,-64125.485648282855,-62.0159591440387,-2.851988972619119,4577053.171851952,21.744810284833065,41.30434782608695,58.69565217391305,7703965.430116653
0,10,10,15,15,-6.0304443280675904e-06,7.53474621744199e-08,3.070594105398182e-07,2.7233348115687276e-06,0.1085202086322334,-0.10852020863223368,1.000002924702644,-4736427.109784163,-77646.34606203545,-168.1595560430472,-7.702294739432395,6007434.656003528,21.832396932584714,40.98360655737705,59.01639344262295,6079028.266338983
0,10,10,15,10,-6.0304443280675904e-06,7.53474621744199e-08,3.070594105398182e-07,2.7233348115687276e-06,0.1085202086322334,-0.10852020863223368,1.000002924702644,-6523371.439233659,-70906.21129601802,-336.3158753004787,-15.48811029438636,6708462.968424265,21.71445508251422,40.21739130434783,59.78260869565217,4679554.146289463
0,10,10,20,20,-1.178452306514823e-05,9.807629690289575e-08,4.4371043509762085e-07,4.091411310075649e-06,0.17334711616946458,-0.17334711616946433,1.0000071513250228,-2366334.3859206364,-51442.051867839924,-36.11633985449092,-1.6913823507817412,4361027.449335965,21.353149296963092,43.47826086956522,56.52173913043478,8319421.882410591
0,10,10,20,15,-1.178452306514823e-05,9.807629690289575e-08,4.4371043509762085e-07,4.091411310075649e-06,0.17334711616946458,-0.17334711616946433,1.0000071513250228,-4742686.227783031,-77748.95455382018,-173.38384962325074,-8.386353268625243,5439562.405206212,20.674522533162165,40.98360655737705,59.01639344262295,6050620.780673124
0,10,10,20,10,-1.178452306514823e-05,9.807629690289575e-08,4.4371043509762085e-07,4.091411310075649e-06,0.17334711616946458,-0.17334711616946433,1.0000071513250228,-6071549.3738299785,-65995.10188945629,-286.1914433747111,-13.497767322481131,6009683.865342712,21.202872781637492,41.30434782608695,58.69565217391305,5196775.569046481
0,10,10,30,20,-4.1750680760306896e-05,1.6715613572782233e-07,8.571442910439771e-07,4.394255678495685e-06,0.34059637021564854,-0.3405963702156481,1.0000363321246546,-2067220.6450163017,-44939.57923948482,-25.892555417062436,-1.2716877373039928,4255086.893892413,20.36078091934365,41.30434782608695,58.69565217391305,8630882.060969401
0,10,10,30,15,-4.1750680760306896e-05,1.6715613572782233e-07,8.571442910439771e-07,4.394255678495685e-06,0.34059637021564854,-0.3405963702156481,1.0000363321246546,-4573983.048874349,-74983.3286700713,-160.7387011326503,-7.830110966132362,5327087.663542198,20.528278823620077,39.34426229508197,60.65573770491803,6250463.923619268
0,10,10,30,10,-4.1750680760306896e-05,1.6715613572782233e-07,8.571442910439771e-07,4.394255678495685e-06,0.34059637021564854,-0.3405963702156481,1.0000363321246546,-5881736.578278983,-63931.91932911938,-263.3889499029287,-12.528264680888036,5768587.26305677,21.023578014338295,42.391304347826086,57.608695652173914,5447008.445893168
0,10,10,40,20,-2.5154643352795876e-05,2.271151308429183e-07,1.5301734377880753e-06,1.743022730327269e-05,0.7265407575346476,-0.7265407575346492,1.0000059671274826,-2732507.64747716,-59402.34016254696,-54.816756352892504,-2.726291560948045,4326614.954052233,20.10671093954105,41.30434782608695,58.69565217391305,7967345.007200715
0,10,10,40,15,-2.5154643352795876e-05,2.271151308429183e-07,1.5301734377880753e-06,1.743022730327269e-05,0.7265407575346476,-0.7265407575346492,1.0000059671274826,-4716673.463887325,-77322.51580143155,-171.26502812574063,-8.384175033463768,5186280.242113704,20.427177085660823,42.62295081967213,57.377049180327866,6095467.3053353075
0,10,10,40,10,-2.5154643352795876e-05,2.271151308429183e-07,1.5301734377880753e-06,1.743022730327269e-05,0.7265407575346476,-0.7265407575346492,1.0000059671274826,-6130801.677486131,-66639.14866832751,-286.70095794422303,-13.78239184900729,5910075.615867449,20.801974075702496,42.391304347826086,57.608695652173914,5206887.186876565
0,10,15,15,20,-3.819904049990933e-06,5.177169865527294e-08,2.0463836795937404e-07,1.786036296659027e-06,0.23608688018635188,0.09375992297816103,0.6701549742931737,-2220822.7638109643,-48278.75573502096,-25.940859639892867,-1.149427639149982,4131186.45634514,22.568501710187252,47.82608695652174,52.17391304347826,8480242.353329135
0,10,15,15,15,-3.819904049990933e-06,5.177169865527294e-08,2.0463836795937404e-07,1.786036296659027e-06,0.23608688018635188,0.09375992297816103,0.6701549742931737,-3580048.0907069305,-58689.312962408694,-91.75342711986708,-4.090533451951659,5355898.7352073565,22.43067516685142,45.90163934426229,54.09836065573771,7301807.58530084
